id_client,type_personne,nom_complet_client,id_revendeur,id_territoire,numero_client
12248,IN,Emily T Martin,,9,AW00012248
12249,IN,Emily Thompson,,9,AW00012249
12250,IN,Colleen C West,,9,AW00012250
12251,IN,Emily E Garcia,,9,AW00012251
12252,IN,Emily F Martinez,,9,AW00012252
12253,IN,Emily Robinson,,9,AW00012253
12254,IN,Colleen C Chen,,7,AW00012254
12255,IN,Emily R Clark,,7,AW00012255
12256,IN,Colleen H Li,,7,AW00012256
12257,IN,Colleen A Liu,,8,AW00012257
12258,IN,Colleen Yang,,8,AW00012258
12259,IN,Emily R Rodriguez,,10,AW00012259
12260,IN,Colleen S Huang,,10,AW00012260
12261,IN,Emily Lee,,7,AW00012261
12262,IN,Emily L Walker,,10,AW00012262
12263,IN,Emily Hall,,10,AW00012263
12264,IN,Warren R Zeng,,10,AW00012264
12265,IN,Colleen Wu,,7,AW00012265
12266,IN,Colleen E Lin,,8,AW00012266
12267,IN,Hannah J Smith,,7,AW00012267
12268,IN,Colleen Zhou,,8,AW00012268
12269,IN,Hannah Johnson,,7,AW00012269
12270,IN,Hannah R Williams,,8,AW00012270
12271,IN,Colleen L Zhao,,10,AW00012271
12272,IN,Hannah Jones,,10,AW00012272
12273,IN,Hannah R Brown,,8,AW00012273
12274,IN,Hannah L Davis,,7,AW00012274
12275,IN,Colleen Lu,,8,AW00012275
12276,IN,Colleen C Xu,,8,AW00012276
12277,IN,Colleen C Sun,,10,AW00012277
12278,IN,Hannah C Wilson,,8,AW00012278
12279,IN,Colleen Zhu,,7,AW00012279
12280,IN,Hannah Moore,,7,AW00012280
12281,IN,Colleen Gao,,10,AW00012281
12282,IN,Warren She,,10,AW00012282
12283,IN,Colleen A Ma,,10,AW00012283
12284,IN,Colleen Q Liang,,10,AW00012284
12285,IN,Colleen A Guo,,7,AW00012285
12286,IN,Hannah C Anderson,,10,AW00012286
12287,IN,Hannah Thomas,,10,AW00012287
12288,IN,Hannah G Jackson,,10,AW00012288
12289,IN,Carol P White,,10,AW00012289
12290,IN,Colleen L Harrison,,7,AW00012290
12291,IN,Colleen Zheng,,8,AW00012291
12292,IN,Hannah S Harris,,10,AW00012292
12293,IN,Colleen J Hu,,10,AW00012293
12294,IN,Hannah C Thompson,,10,AW00012294
12295,IN,Colleen J Cai,,7,AW00012295
12296,IN,Hannah Garcia,,7,AW00012296
12297,IN,Hannah M Martinez,,8,AW00012297
12298,IN,Hannah Robinson,,8,AW00012298
12299,IN,Colleen L Zeng,,10,AW00012299
12300,IN,Colleen E She,,7,AW00012300
12301,IN,Hannah H Clark,,7,AW00012301
12302,IN,Colleen S Deng,,8,AW00012302
12303,IN,Hannah Rodriguez,,10,AW00012303
12304,IN,Hannah Lewis,,10,AW00012304
12305,IN,Colleen Shen,,10,AW00012305
12306,IN,Colleen C Xie,,8,AW00012306
12307,IN,Colleen A Tang,,7,AW00012307
12308,IN,Hannah F Lee,,7,AW00012308
12309,IN,Colleen Xu,,10,AW00012309
12310,IN,Hannah F Walker,,10,AW00012310
12311,IN,Hannah Hall,,10,AW00012311
12312,IN,Colleen E Luo,,7,AW00012312
12313,IN,Madison M Smith,,7,AW00012313
12314,IN,Madison L Johnson,,8,AW00012314
12315,IN,Madison J Williams,,10,AW00012315
12316,IN,Colleen M Yuan,,10,AW00012316
12317,IN,Madison Jones,,10,AW00012317
12318,IN,Madison Brown,,10,AW00012318
12319,IN,Colleen R Kumar,,8,AW00012319
12320,IN,Madison C Davis,,10,AW00012320
12321,IN,Madison Miller,,7,AW00012321
12322,IN,Madison H Wilson,,7,AW00012322
12323,IN,Colleen Sharma,,7,AW00012323
12324,IN,Colleen D Shan,,8,AW00012324
12325,IN,Madison Moore,,10,AW00012325
12326,IN,Madison A Taylor,,10,AW00012326
12327,IN,Madison G Anderson,,8,AW00012327
12328,IN,Warren D Shen,,10,AW00012328
12329,IN,Colleen Jai,,10,AW00012329
12330,IN,Madison M Thomas,,8,AW00012330
12331,IN,Madison C Jackson,,7,AW00012331
12332,IN,Madison L White,,7,AW00012332
12333,IN,Colleen L Andersen,,7,AW00012333
12334,IN,Colleen M Raje,,10,AW00012334
12335,IN,Colleen H Chavez,,10,AW00012335
12336,IN,Madison K Harris,,10,AW00012336
12337,IN,Madison C Martin,,9,AW00012337
12338,IN,Madison L Thompson,,9,AW00012338
12339,IN,Colleen L Nara,,9,AW00012339
12340,IN,Colleen Rai,,9,AW00012340
12341,IN,Colleen Nath,,9,AW00012341
12342,IN,Madison Garcia,,9,AW00012342
12343,IN,Madison Martinez,,9,AW00012343
12344,IN,Madison W Robinson,,9,AW00012344
12345,IN,Colleen Goel,,9,AW00012345
12346,IN,Madison A Clark,,9,AW00012346
12347,IN,Warren E Xie,,9,AW00012347
12348,IN,Colleen J Beck,,9,AW00012348
12349,IN,Madison Lewis,,9,AW00012349
12350,IN,Madison D Lee,,9,AW00012350
12351,IN,Colleen Raji,,9,AW00012351
12352,IN,Colleen N Anand,,9,AW00012352
12353,IN,Madison Walker,,9,AW00012353
12354,IN,Lacey L Zhang,,9,AW00012354
12355,IN,Lacey Wang,,9,AW00012355
12356,IN,Madison M Hall,,9,AW00012356
12357,IN,Samantha J Smith,,9,AW00012357
12358,IN,Lacey E Chen,,9,AW00012358
12359,IN,Lacey Li,,9,AW00012359
12360,IN,Lacey L Liu,,9,AW00012360
12361,IN,Lacey Yang,,9,AW00012361
12362,IN,Samantha C Williams,,4,AW00012362
12363,IN,Lacey J Huang,,6,AW00012363
12364,IN,Samantha Jones,,1,AW00012364
12365,IN,Jaime Hernandez,,1,AW00012365
12366,IN,Lacey T Wu,,1,AW00012366
12367,IN,Samantha G Brown,,10,AW00012367
12368,IN,Lacey Lin,,7,AW00012368
12369,IN,Lacey C Zhou,,9,AW00012369
12370,IN,Samantha P Davis,,9,AW00012370
12371,IN,Samantha R Miller,,9,AW00012371
12372,IN,Lacey Ye,,9,AW00012372
12373,IN,Samantha Wilson,,7,AW00012373
12374,IN,Samantha A Mohamed,,7,AW00012374
12375,IN,Samantha K Taylor,,7,AW00012375
12376,IN,Samantha Anderson,,10,AW00012376
12377,IN,Samantha Thomas,,8,AW00012377
12378,IN,Lacey M Zhao,,8,AW00012378
12379,IN,Samantha Jackson,,8,AW00012379
12380,IN,Lacey A Xu,,10,AW00012380
12381,IN,Samantha White,,10,AW00012381
12382,IN,Lacey L Sun,,10,AW00012382
12383,IN,Samantha A Harris,,7,AW00012383
12384,IN,Lacey Zhu,,8,AW00012384
12385,IN,Samantha Martin,,10,AW00012385
12386,IN,Lacey C Gao,,8,AW00012386
12387,IN,Joe E Alvarez,,7,AW00012387
12388,IN,Lacey K Ma,,8,AW00012388
12389,IN,Samantha A Thompson,,7,AW00012389
12390,IN,Samantha Garcia,,8,AW00012390
12391,IN,Lacey A Liang,,10,AW00012391
12392,IN,Lacey Guo,,10,AW00012392
12393,IN,Samantha C Martinez,,7,AW00012393
12394,IN,Lacey He,,10,AW00012394
12395,IN,Lacey C Zheng,,7,AW00012395
12396,IN,Lacey Hu,,8,AW00012396
12397,IN,Samantha Clark,,8,AW00012397
12398,IN,Lacey L Cai,,7,AW00012398
12399,IN,Samantha E Rodriguez,,8,AW00012399
12400,IN,Lacey Zeng,,8,AW00012400
12401,IN,Samantha R Lewis,,8,AW00012401
12402,IN,Samantha B Lee,,10,AW00012402
12403,IN,Samantha Walker,,10,AW00012403
12404,IN,Lacey A She,,10,AW00012404
12405,IN,Samantha Hall,,10,AW00012405
12406,IN,Ashley C Smith,,8,AW00012406
12407,IN,Lacey Deng,,8,AW00012407
12408,IN,Ashley S Johnson,,8,AW00012408
12409,IN,Ashley G Williams,,4,AW00012409
12410,IN,Jaime E Jimenez,,4,AW00012410
12411,IN,Lacey L Simpson,,4,AW00012411
12412,IN,Ashley R Jones,,4,AW00012412
12413,IN,Ashley D Brown,,1,AW00012413
12414,IN,Ashley Davis,,1,AW00012414
12415,IN,Ashley V Miller,,1,AW00012415
12416,IN,Lacey S Xu,,4,AW00012416
12417,IN,Ashley S Wilson,,4,AW00012417
12418,IN,Lacey Luo,,1,AW00012418
12419,IN,Ashley F Moore,,1,AW00012419
12420,IN,Lacey W Yuan,,1,AW00012420
12421,IN,Ashley E Taylor,,4,AW00012421
12422,IN,Lacey Kumar,,1,AW00012422
12423,IN,Ashley Anderson,,1,AW00012423
12424,IN,Lacey L Lal,,1,AW00012424
12425,IN,Ashley J Thomas,,1,AW00012425
12426,IN,Lacey M Sharma,,4,AW00012426
12427,IN,Ashley Jackson,,4,AW00012427
12428,IN,Ashley D White,,4,AW00012428
12429,IN,Jaime C Moreno,,4,AW00012429
12430,IN,Jon M Lal,,6,AW00012430
12431,IN,Ashley M Harris,,6,AW00012431
12432,IN,Jon L Sharma,,4,AW00012432
12433,IN,Jon Shan,,4,AW00012433
12434,IN,Ashley Martin,,1,AW00012434
12435,IN,Jon Jai,,4,AW00012435
12436,IN,Ashley Thompson,,1,AW00012436
12437,IN,Jon H Pal,,1,AW00012437
12438,IN,Jon Andersen,,4,AW00012438
12439,IN,Jon Raje,,1,AW00012439
12440,IN,Ashley Garcia,,4,AW00012440
12441,IN,Ashley Martinez,,4,AW00012441
12442,IN,Ashley H Robinson,,4,AW00012442
12443,IN,Jon Chavez,,4,AW00012443
12444,IN,Ashley H Clark,,6,AW00012444
12445,IN,Ashley E Rodriguez,,1,AW00012445
12446,IN,Jon L Chander,,4,AW00012446
12447,IN,Ashley L Lewis,,6,AW00012447
12448,IN,Jon Nara,,1,AW00012448
12449,IN,Ashley D Lee,,6,AW00012449
12450,IN,Ashley D Walker,,4,AW00012450
12451,IN,Jose R Muñoz,,6,AW00012451
12452,IN,Jon Rai,,1,AW00012452
12453,IN,Jon Nath,,1,AW00012453
12454,IN,Ashley A Hall,,1,AW00012454
12455,IN,Sarah D Smith,,4,AW00012455
12456,IN,Jon Goel,,1,AW00012456
12457,IN,Jon G Becker,,1,AW00012457
12458,IN,Sarah E Johnson,,8,AW00012458
12459,IN,Sarah N Williams,,10,AW00012459
12460,IN,Sarah T Jones,,10,AW00012460
12461,IN,Sarah M Brown,,8,AW00012461
12462,IN,Sarah V Davis,,8,AW00012462
12463,IN,Sarah Miller,,10,AW00012463
12464,IN,Alejandro P Zhang,,7,AW00012464
12465,IN,Sarah C Wilson,,10,AW00012465
12466,IN,Sarah Moore,,7,AW00012466
12467,IN,Alejandro Wang,,7,AW00012467
12468,IN,Alejandro Chen,,7,AW00012468
12469,IN,Sarah Taylor,,8,AW00012469
12470,IN,Alejandro A Li,,8,AW00012470
12471,IN,Jon Alonso,,8,AW00012471
12472,IN,Alejandro R Liu,,7,AW00012472
12473,IN,Sarah T Anderson,,10,AW00012473
12474,IN,Sarah F Thomas,,7,AW00012474
12475,IN,Sarah P Jackson,,8,AW00012475
12476,IN,Sarah White,,10,AW00012476
12477,IN,Alejandro M Yang,,7,AW00012477
12478,IN,Alejandro Huang,,8,AW00012478
12479,IN,Alejandro Wu,,8,AW00012479
12480,IN,Sarah Harris,,7,AW00012480
12481,IN,Alejandro L Lin,,8,AW00012481
12482,IN,Sarah Thompson,,7,AW00012482
12483,IN,Sarah Garcia,,7,AW00012483
12484,IN,Sarah S Martinez,,8,AW00012484
12485,IN,Alejandro A Zhou,,7,AW00012485
12486,IN,Sarah A Robinson,,10,AW00012486
12487,IN,Alejandro W Ye,,8,AW00012487
12488,IN,Alejandro C Zhao,,7,AW00012488
12489,IN,Sarah Clark,,7,AW00012489
12490,IN,Sarah K Rodriguez,,7,AW00012490
12491,IN,Sarah E Lewis,,10,AW00012491
12492,IN,Alejandro Lu,,10,AW00012492
12493,IN,Alejandro R Xu,,8,AW00012493
12494,IN,Sarah M Lee,,7,AW00012494
12495,IN,Madison Washington,,8,AW00012495
12496,IN,Juan A Romero,,10,AW00012496
12497,IN,Alejandro B Sun,,8,AW00012497
12498,IN,Alejandro E Zhu,,8,AW00012498
12499,IN,Madison Butler,,8,AW00012499
12500,IN,Madison J Simmons,,8,AW00012500
12501,IN,Alejandro P Gao,,8,AW00012501
12502,IN,Madison Foster,,10,AW00012502
12503,IN,Madison T Gonzales,,10,AW00012503
12504,IN,Alejandro L Ma,,10,AW00012504
12505,IN,Madison J Bryant,,10,AW00012505
12506,IN,Alejandro W Liang,,10,AW00012506
12507,IN,Alejandro Guo,,8,AW00012507
12508,IN,Madison Alexander,,10,AW00012508
12509,IN,Madison Russell,,7,AW00012509
12510,IN,Madison A Griffin,,7,AW00012510
12511,IN,Alejandro K Zheng,,7,AW00012511
12512,IN,Madison Hayes,,8,AW00012512
12513,IN,Alejandro Hu,,10,AW00012513
12514,IN,James Garner Ptaszynski,,7,AW00012514
12515,IN,Samantha S Bennett,,7,AW00012515
12516,IN,Alejandro J Cai,,8,AW00012516
12517,IN,Samantha L Wood,,8,AW00012517
12518,IN,Alejandro J Zeng,,8,AW00012518
12519,IN,Samantha J Barnes,,10,AW00012519
12520,IN,Alejandro H She,,7,AW00012520
12521,IN,Alejandro Deng,,8,AW00012521
12522,IN,Samantha R Ross,,7,AW00012522
12523,IN,Samantha M Henderson,,7,AW00012523
12524,IN,Samantha C Coleman,,7,AW00012524
12525,IN,Alejandro J Shen,,10,AW00012525
12526,IN,Samantha Jenkins,,10,AW00012526
12527,IN,Alejandro Xie,,4,AW00012527
12528,IN,Alejandro L Tang,,1,AW00012528
12529,IN,Samantha F Perry,,4,AW00012529
12530,IN,Alejandro J Xu,,6,AW00012530
12531,IN,Samantha Powell,,1,AW00012531
12532,IN,Alejandro K Luo,,6,AW00012532
12533,IN,Samantha Long,,1,AW00012533
12534,IN,Alejandro J Yuan,,7,AW00012534
12535,IN,Samantha Patterson,,8,AW00012535
12536,IN,Samantha Hughes,,8,AW00012536
12537,IN,Alejandro Kumar,,7,AW00012537
12538,IN,Jaime A Gutierrez,,8,AW00012538
12539,IN,Alejandro Lal,,7,AW00012539
12540,IN,Alejandro T Sharma,,10,AW00012540
12541,IN,Alejandro Shan,,7,AW00012541
12542,IN,Samantha V Simmons,,7,AW00012542
12543,IN,Sam J Foster,,7,AW00012543
12544,IN,Samantha Gonzales,,8,AW00012544
12545,IN,Samantha Bryant,,10,AW00012545
12546,IN,Wilson C Pais,,8,AW00012546
12547,IN,Samantha N Alexander,,7,AW00012547
12548,IN,Alejandro B Andersen,,8,AW00012548
12549,IN,Samantha Russell,,7,AW00012549
12550,IN,Samantha Griffin,,10,AW00012550
12551,IN,Samantha A Diaz,,10,AW00012551
12552,IN,Stuart W Railson,,7,AW00012552
12553,IN,Alejandro F Chavez,,7,AW00012553
12554,IN,Alejandro M Chander,,10,AW00012554
12555,IN,Samantha Hayes,,7,AW00012555
12556,IN,Ashley H Price,,8,AW00012556
12557,IN,Alejandro S Nara,,7,AW00012557
12558,IN,Juan M Torres,,8,AW00012558
12559,IN,Alejandro R Rai,,10,AW00012559
12560,IN,Alejandro J Nath,,10,AW00012560
12561,IN,Ashley Bennett,,7,AW00012561
12562,IN,Ashley Wood,,7,AW00012562
12563,IN,Ashley J Barnes,,10,AW00012563
12564,IN,Alejandro K Goel,,10,AW00012564
12565,IN,Alejandro Beck,,7,AW00012565
12566,IN,Ashley Ross,,10,AW00012566
12567,IN,Alejandro E Raji,,10,AW00012567
12568,IN,Alejandro R Anand,,10,AW00012568
12569,IN,Ashley Henderson,,10,AW00012569
12570,IN,Clayton Zhang,,9,AW00012570
12571,IN,Clayton L Wagner,,9,AW00012571
12572,IN,Ashley Coleman,,9,AW00012572
12573,IN,Ashley Jenkins,,9,AW00012573
12574,IN,Ashley R Perry,,9,AW00012574
12575,IN,Clayton A Chen,,9,AW00012575
12576,IN,Clayton F Li,,9,AW00012576
12577,IN,Josue R Dominguez,,9,AW00012577
12578,IN,Clayton L Liu,,9,AW00012578
12579,IN,Ashley Powell,,9,AW00012579
12580,IN,Clayton C Yang,,9,AW00012580
12581,IN,Ashley Long,,9,AW00012581
12582,IN,Ashley R Patterson,,9,AW00012582
12583,IN,Nuan Wu,,9,AW00012583
12584,IN,Ashley M Hughes,,9,AW00012584
12585,IN,Ashley J Flores,,9,AW00012585
12586,IN,Clayton M Lin,,9,AW00012586
12587,IN,Ashley Washington,,9,AW00012587
12588,IN,Clayton Zhou,,9,AW00012588
12589,IN,Clayton A Ye,,9,AW00012589
12590,IN,Ashley A Butler,,10,AW00012590
12591,IN,Ashley R Simmons,,8,AW00012591
12592,IN,Clayton Zhao,,10,AW00012592
12593,IN,Ashley C Foster,,10,AW00012593
12594,IN,Ashley C Gonzales,,10,AW00012594
12595,IN,Clayton L Lu,,10,AW00012595
12596,IN,Ashley J Bryant,,10,AW00012596
12597,IN,Ashley J Alexander,,10,AW00012597
12598,IN,Clayton Xu,,10,AW00012598
12599,IN,Ashley Russell,,10,AW00012599
12600,IN,Damien Lal,,8,AW00012600
12601,IN,Jarred K Gill,,10,AW00012601
12602,IN,Clayton Sun,,10,AW00012602
12603,IN,Ashley Griffin,,10,AW00012603
12604,IN,Ashley C Diaz,,8,AW00012604
12605,IN,Clayton M Zhu,,8,AW00012605
12606,IN,Ashley P Hayes,,7,AW00012606
12607,IN,Clayton C Gao,,7,AW00012607
12608,IN,Sarah C Price,,10,AW00012608
12609,IN,Nuan Ma,,10,AW00012609
12610,IN,Clayton E Liang,,10,AW00012610
12611,IN,Clayton J Guo,,10,AW00012611
12612,IN,Sarah Bennett,,10,AW00012612
12613,IN,Clayton He,,7,AW00012613
12614,IN,Nuan Zheng,,7,AW00012614
12615,IN,Sarah L Wood,,10,AW00012615
12616,IN,Sarah J Barnes,,8,AW00012616
12617,IN,Sarah L Ross,,8,AW00012617
12618,IN,Sarah M Henderson,,7,AW00012618
12619,IN,Clayton K Cai,,10,AW00012619
12620,IN,Sarah S Coleman,,7,AW00012620
12621,IN,Juan P Vazquez,,7,AW00012621
12622,IN,Clayton Zeng,,10,AW00012622
12623,IN,Sarah M Perry,,10,AW00012623
12624,IN,Clayton She,,8,AW00012624
12625,IN,Sarah H Powell,,7,AW00012625
12626,IN,Clayton G Deng,,10,AW00012626
12627,IN,Sarah Long,,10,AW00012627
12628,IN,Clayton Stone,,7,AW00012628
12629,IN,Sarah G Patterson,,8,AW00012629
12630,IN,Clayton Xie,,10,AW00012630
12631,IN,Sarah L Hughes,,7,AW00012631
12632,IN,Clayton Tang,,7,AW00012632
12633,IN,Clayton W Xu,,10,AW00012633
12634,IN,Sarah Flores,,10,AW00012634
12635,IN,Sarah C Washington,,7,AW00012635
12636,IN,Sarah Butler,,8,AW00012636
12637,IN,Sarah V Simmons,,10,AW00012637
12638,IN,Nuan Yuan,,8,AW00012638
12639,IN,Clayton Kumar,,7,AW00012639
12640,IN,Sarah Gonzales,,10,AW00012640
12641,IN,Sarah Bryant,,7,AW00012641
12642,IN,Josue A Blanco,,7,AW00012642
12643,IN,Clayton D Sharma,,8,AW00012643
12644,IN,Sarah Alexander,,10,AW00012644
12645,IN,Clayton Shan,,10,AW00012645
12646,IN,Clayton Jai,,8,AW00012646
12647,IN,Sarah L Russell,,10,AW00012647
12648,IN,Clayton Pal,,10,AW00012648
12649,IN,Sarah Griffin,,7,AW00012649
12650,IN,Sarah Diaz,,7,AW00012650
12651,IN,Clayton Andersen,,7,AW00012651
12652,IN,Elizabeth J Price,,10,AW00012652
12653,IN,Clayton P Raje,,10,AW00012653
12654,IN,Clayton Chavez,,10,AW00012654
12655,IN,Elizabeth Bradley,,7,AW00012655
12656,IN,Elizabeth D Wood,,7,AW00012656
12657,IN,Elizabeth J Barnes,,8,AW00012657
12658,IN,Elizabeth E Ross,,10,AW00012658
12659,IN,Clayton Nara,,7,AW00012659
12660,IN,Elizabeth Henderson,,7,AW00012660
12661,IN,Juan Serrano,,7,AW00012661
12662,IN,Clayton K Rai,,7,AW00012662
12663,IN,Clayton Nath,,7,AW00012663
12664,IN,Elizabeth Coleman,,10,AW00012664
12665,IN,Elizabeth I Jenkins,,9,AW00012665
12666,IN,Clayton Goel,,9,AW00012666
12667,IN,Elizabeth Perry,,9,AW00012667
12668,IN,Elizabeth K Powell,,9,AW00012668
12669,IN,Clayton Beck,,9,AW00012669
12670,IN,Elizabeth F Long,,9,AW00012670
12671,IN,Clayton Raji,,9,AW00012671
12672,IN,Clayton Anand,,9,AW00012672
12673,IN,Omar S Zhang,,9,AW00012673
12674,IN,Elizabeth E Patterson,,9,AW00012674
12675,IN,Omar D Wang,,9,AW00012675
12676,IN,Elizabeth Hughes,,9,AW00012676
12677,IN,Omar J Chen,,9,AW00012677
12678,IN,Omar Li,,9,AW00012678
12679,IN,Elizabeth West,,9,AW00012679
12680,IN,Juan Ramos,,9,AW00012680
12681,IN,Omar L Liu,,9,AW00012681
12682,IN,Omar Yang,,9,AW00012682
12683,IN,Elizabeth M Butler,,9,AW00012683
12684,IN,Elizabeth A Simmons,,9,AW00012684
12685,IN,Omar C Huang,,9,AW00012685
12686,IN,Omar Lin,,9,AW00012686
12687,IN,Elizabeth E Gonzales,,9,AW00012687
12688,IN,Omar L Zhou,,9,AW00012688
12689,IN,Elizabeth Bryant,,9,AW00012689
12690,IN,Elizabeth Alexander,,9,AW00012690
12691,IN,Omar Ye,,9,AW00012691
12692,IN,Elizabeth A Russell,,9,AW00012692
12693,IN,Omar Zhao,,9,AW00012693
12694,IN,Elizabeth L Griffin,,9,AW00012694
12695,IN,Elizabeth T Diaz,,9,AW00012695
12696,IN,Oscar Lu,,9,AW00012696
12697,IN,Elizabeth L Hayes,,9,AW00012697
12698,IN,Kayla Price,,9,AW00012698
12699,IN,Omar A Xu,,9,AW00012699
12700,IN,Kayla Bennett,,9,AW00012700
12701,IN,Jose Carlson,,9,AW00012701
12702,IN,Omar D Sun,,9,AW00012702
12703,IN,Kayla L Wood,,9,AW00012703
12704,IN,Omar Zhu,,9,AW00012704
12705,IN,Kayla Barnes,,9,AW00012705
12706,IN,Omar Gao,,9,AW00012706
12707,IN,Omar I Ma,,1,AW00012707
12708,IN,Kayla L Ross,,4,AW00012708
12709,IN,Kayla Henderson,,4,AW00012709
12710,IN,Kayla L Coleman,,6,AW00012710
12711,IN,Omar Liang,,7,AW00012711
12712,IN,Kayla A Jenkins,,8,AW00012712
12713,IN,Kayla A Powell,,8,AW00012713
12714,IN,Omar He,,8,AW00012714
12715,IN,Kayla W Long,,9,AW00012715
12716,IN,Kayla B Patterson,,7,AW00012716
12717,IN,Omar C Zheng,,7,AW00012717
12718,IN,Omar S Hu,,7,AW00012718
12719,IN,Omar M Cai,,7,AW00012719
12720,IN,Kayla Hughes,,7,AW00012720
12721,IN,Juan R Suarez,,8,AW00012721
12722,IN,Omar Zeng,,8,AW00012722
12723,IN,Kayla O Flores,,7,AW00012723
12724,IN,Omar K She,,8,AW00012724
12725,IN,Omar Deng,,8,AW00012725
12726,IN,Kayla E Washington,,8,AW00012726
12727,IN,Kayla J Butler,,7,AW00012727
12728,IN,Kayla D Simmons,,8,AW00012728
12729,IN,Kayla Foster,,10,AW00012729
12730,IN,Omar L Tang,,10,AW00012730
12731,IN,Kayla Gonzales,,8,AW00012731
12732,IN,Kayla C Bryant,,7,AW00012732
12733,IN,Kayla Alexander,,10,AW00012733
12734,IN,Omar R Xu,,7,AW00012734
12735,IN,Kayla B Russell,,8,AW00012735
12736,IN,Omar C Yuan,,8,AW00012736
12737,IN,Kayla Griffin,,7,AW00012737
12738,IN,Omar E Kumar,,8,AW00012738
12739,IN,Kayla E Diaz,,10,AW00012739
12740,IN,Kayla Hayes,,10,AW00012740
12741,IN,Alexis E Price,,8,AW00012741
12742,IN,Juan R Sanz,,8,AW00012742
12743,IN,Omar S Lal,,10,AW00012743
12744,IN,Alexis Bennett,,10,AW00012744
12745,IN,Alexis A Wood,,10,AW00012745
12746,IN,Alexis J Barnes,,10,AW00012746
12747,IN,Omar R Sharma,,8,AW00012747
12748,IN,Alexis L Ross,,7,AW00012748
12749,IN,Alexis Henderson,,7,AW00012749
12750,IN,Omar Shan,,7,AW00012750
12751,IN,Alexis M Coleman,,8,AW00012751
12752,IN,Omar M Jai,,7,AW00012752
12753,IN,Omar Pal,,7,AW00012753
12754,IN,Alexis Jenkins,,7,AW00012754
12755,IN,Omar L Andersen,,4,AW00012755
12756,IN,Alexis S Perry,,4,AW00012756
12757,IN,Alexis M Powell,,1,AW00012757
12758,IN,Omar R Raje,,1,AW00012758
12759,IN,Alexis Long,,1,AW00012759
12760,IN,Omar M Chande,,6,AW00012760
12761,IN,Omar W Chander,,1,AW00012761
12762,IN,Alexis Patterson,,4,AW00012762
12763,IN,Alexis B Hughes,,6,AW00012763
12764,IN,Alexis Flores,,1,AW00012764
12765,IN,Omar J Nara,,6,AW00012765
12766,IN,Alexis Washington,,1,AW00012766
12767,IN,Juan Rubio,,1,AW00012767
12768,IN,Omar G Rai,,4,AW00012768
12769,IN,Alexis Butler,,1,AW00012769
12770,IN,Alexis Simmons,,4,AW00012770
12771,IN,Omar F Nath,,4,AW00012771
12772,IN,Alexis Foster,,1,AW00012772
12773,IN,Omar M Goel,,1,AW00012773
12774,IN,Alexis Gonzales,,4,AW00012774
12775,IN,Omar Black,,4,AW00012775
12776,IN,Omar Raji,,1,AW00012776
12777,IN,Alexis A Bryant,,1,AW00012777
12778,IN,Alexis L Alexander,,4,AW00012778
12779,IN,Omar Anand,,1,AW00012779
12780,IN,Alexis L Russell,,1,AW00012780
12781,IN,Rafael E Zhang,,6,AW00012781
12782,IN,Alexis S Griffin,,6,AW00012782
12783,IN,Alexis Diaz,,6,AW00012783
12784,IN,Rafael J Wang,,1,AW00012784
12785,IN,Rafael R Chen,,6,AW00012785
12786,IN,Alexis Hayes,,4,AW00012786
12787,IN,Julian Price,,1,AW00012787
12788,IN,Rafael M Li,,4,AW00012788
12789,IN,Janice Bennett,,4,AW00012789
12790,IN,Rafael M Liu,,4,AW00012790
12791,IN,Rafael A Yang,,4,AW00012791
12792,IN,Gregory R Winston,,1,AW00012792
12793,IN,Rafael D Huang,,4,AW00012793
12794,IN,Rafael Wu,,1,AW00012794
12795,IN,Abigail Barnes,,6,AW00012795
12796,IN,Abigail I Ross,,1,AW00012796
12797,IN,Abigail R Henderson,,4,AW00012797
12798,IN,Abigail C Coleman,,7,AW00012798
12799,IN,Francisco Javier Castrejón,,8,AW00012799
12800,IN,Rafael Lin,,8,AW00012800
12801,IN,Abigail M Perry,,8,AW00012801
12802,IN,Oscar L Foster,,8,AW00012802
12803,IN,Rafael A Zhou,,10,AW00012803
12804,IN,Oscar H Gonzales,,7,AW00012804
12805,IN,Oscar C Bryant,,7,AW00012805
12806,IN,Rafael V Ye,,8,AW00012806
12807,IN,Oscar M Alexander,,8,AW00012807
12808,IN,Oscar A Russell,,10,AW00012808
12809,IN,Oscar F Griffin,,8,AW00012809
12810,IN,Rafael Zhao,,8,AW00012810
12811,IN,Rafael J Lu,,8,AW00012811
12812,IN,Rafael A Xu,,7,AW00012812
12813,IN,Oscar Hayes,,8,AW00012813
12814,IN,Trevor M Price,,8,AW00012814
12815,IN,Rafael Sun,,8,AW00012815
12816,IN,Trevor Wood,,8,AW00012816
12817,IN,Rafael Zhu,,7,AW00012817
12818,IN,Trevor J Barnes,,7,AW00012818
12819,IN,Rafael R Gao,,7,AW00012819
12820,IN,Trevor L Ross,,7,AW00012820
12821,IN,Rafael T Ma,,7,AW00012821
12822,IN,Trevor A Henderson,,8,AW00012822
12823,IN,Trevor C Coleman,,7,AW00012823
12824,IN,Trevor Jenkins,,7,AW00012824
12825,IN,Rafael R Liang,,8,AW00012825
12826,IN,Trevor E Perry,,8,AW00012826
12827,IN,Rafael He,,8,AW00012827
12828,IN,Trevor C Powell,,8,AW00012828
12829,IN,Trevor Long,,8,AW00012829
12830,IN,Trevor J Patterson,,7,AW00012830
